match_id,minute,blue_win,blue_kills,red_kills,diff_kills,blue_towers,red_towers,diff_towers,blue_dragons,red_dragons,blue_barons,red_barons,blue_heralds,red_heralds,diff_dragons,diff_barons,blue_total_gold,red_total_gold,diff_total_gold,blue_top_current_gold,red_top_current_gold,diff_top_current_gold,blue_top_total_gold,red_top_total_gold,diff_top_total_gold,blue_top_cs,red_top_cs,diff_top_cs,blue_top_level,red_top_level,diff_top_level,blue_jg_current_gold,red_jg_current_gold,diff_jg_current_gold,blue_jg_total_gold,red_jg_total_gold,diff_jg_total_gold,blue_jg_cs,red_jg_cs,diff_jg_cs,blue_jg_level,red_jg_level,diff_jg_level,blue_mid_current_gold,red_mid_current_gold,diff_mid_current_gold,blue_mid_total_gold,red_mid_total_gold,diff_mid_total_gold,blue_mid_cs,red_mid_cs,diff_mid_cs,blue_mid_level,red_mid_level,diff_mid_level,blue_bot_current_gold,red_bot_current_gold,diff_bot_current_gold,blue_bot_total_gold,red_bot_total_gold,diff_bot_total_gold,blue_bot_cs,red_bot_cs,diff_bot_cs,blue_bot_level,red_bot_level,diff_bot_level,blue_sup_current_gold,red_sup_current_gold,diff_sup_current_gold,blue_sup_total_gold,red_sup_total_gold,diff_sup_total_gold,blue_sup_cs,red_sup_cs,diff_sup_cs,blue_sup_level,red_sup_level,diff_sup_level
KR_8070464554,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,100,100,0,500,500,0,0,0,0,1,1,0
KR_8070464554,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520,2500,20,0,0,0,500,500,0,0,0,0,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0,20,0,20,520,500,20,1,0,1,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0
KR_8070464554,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3912,3711,201,323,221,102,823,721,102,12,6,6,2,2,0,368,203,165,868,703,165,12,4,8,3,2,1,317,345,-28,817,845,-28,12,13,-1,2,2,0,235,263,-28,735,763,-28,7,9,-2,2,2,0,169,179,-10,669,679,-10,2,2,0,2,2,0
KR_8070464554,3.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5886,4912,974,549,439,110,1049,939,110,16,12,4,3,4,-1,694,510,184,1194,1010,184,20,12,8,3,3,0,679,635,44,1179,1135,44,24,21,3,4,4,0,33,169,-136,1433,919,514,16,11,5,3,2,1,81,409,-328,1031,909,122,3,6,-3,3,3,0
KR_8070464554,4.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7333,6134,1199,921,727,194,1421,1227,194,29,19,10,5,5,0,193,731,-538,1393,1231,162,24,18,6,4,3,1,1017,983,34,1517,1483,34,35,32,3,5,5,0,363,394,-31,1763,1144,619,26,17,9,4,3,1,289,149,140,1239,1049,190,6,6,0,4,3,1
KR_8070464554,5.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8600,7738,862,393,137,256,1693,1567,126,38,32,6,5,5,0,415,1142,-727,1615,1642,-27,28,28,0,4,4,0,1295,179,1116,1795,1779,16,44,42,2,6,5,1,659,706,-47,2059,1456,603,32,28,4,4,4,0,488,394,94,1438,1294,144,7,10,-3,4,4,0
KR_8070464554,6.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9907,9144,763,695,332,363,1995,1762,233,46,36,10,6,6,0,661,1360,-699,1861,1860,1,32,34,-2,4,5,-1,1625,519,1106,2125,2119,6,54,52,2,6,6,0,913,1104,-191,2313,1854,459,37,39,-2,5,5,0,663,649,14,1613,1549,64,9,11,-2,5,5,0
KR_8070464554,7.0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,11496,11055,441,1047,658,389,2347,2088,259,57,46,11,7,7,0,65,1959,-1894,2265,2459,-194,32,38,-6,4,5,-1,1977,861,1116,2477,2461,16,65,63,2,7,7,0,224,152,72,2549,2107,442,41,41,0,5,5,0,108,1040,-932,1858,1940,-82,9,18,-9,5,6,-1
KR_8070464554,8.0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,13195,12536,659,379,594,-215,2779,2474,305,68,55,13,8,7,1,307,231,76,2507,2831,-324,36,48,-12,5,6,-1,353,223,130,2903,2723,180,76,71,5,8,7,1,604,353,251,2939,2308,631,56,45,11,6,5,1,317,170,147,2067,2200,-133,12,20,-8,6,6,0
KR_8070464554,9.0,1,2,1,1,0,0,0,0,1,0,0,0,0,-1,0,14849,13993,856,451,920,-469,3156,2800,356,81,65,16,8,8,0,713,453,260,2913,3053,-140,44,52,-8,6,6,0,694,550,144,3244,3050,194,87,80,7,8,8,0,957,741,216,3292,2696,596,67,58,9,6,6,0,494,364,130,2244,2394,-150,13,21,-8,6,6,0
