match_id,minute,blue_win,blue_kills,red_kills,diff_kills,blue_towers,red_towers,diff_towers,blue_dragons,red_dragons,blue_barons,red_barons,blue_heralds,red_heralds,diff_dragons,diff_barons,blue_total_gold,red_total_gold,diff_total_gold,blue_top_current_gold,red_top_current_gold,diff_top_current_gold,blue_top_total_gold,red_top_total_gold,diff_top_total_gold,blue_top_cs,red_top_cs,diff_top_cs,blue_top_level,red_top_level,diff_top_level,blue_jg_current_gold,red_jg_current_gold,diff_jg_current_gold,blue_jg_total_gold,red_jg_total_gold,diff_jg_total_gold,blue_jg_cs,red_jg_cs,diff_jg_cs,blue_jg_level,red_jg_level,diff_jg_level,blue_mid_current_gold,red_mid_current_gold,diff_mid_current_gold,blue_mid_total_gold,red_mid_total_gold,diff_mid_total_gold,blue_mid_cs,red_mid_cs,diff_mid_cs,blue_mid_level,red_mid_level,diff_mid_level,blue_bot_current_gold,red_bot_current_gold,diff_bot_current_gold,blue_bot_total_gold,red_bot_total_gold,diff_bot_total_gold,blue_bot_cs,red_bot_cs,diff_bot_cs,blue_bot_level,red_bot_level,diff_bot_level,blue_sup_current_gold,red_sup_current_gold,diff_sup_current_gold,blue_sup_total_gold,red_sup_total_gold,diff_sup_total_gold,blue_sup_cs,red_sup_cs,diff_sup_cs,blue_sup_level,red_sup_level,diff_sup_level
KR_7705891782,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,100,100,0,500,500,0,0,0,0,1,1,0
KR_7705891782,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2505,2500,5,0,0,0,500,500,0,0,0,0,1,1,0,50,0,50,500,500,0,0,0,0,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0,5,0,5,505,500,5,0,0,0,1,1,0
KR_7705891782,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2981,3007,-26,41,104,-63,541,604,-63,0,3,-3,1,1,0,166,126,40,616,626,-10,4,4,0,2,2,0,125,132,-7,625,632,-7,5,5,0,1,1,0,132,83,49,632,583,49,5,2,3,1,1,0,67,62,5,567,562,5,1,1,0,1,1,0
KR_7705891782,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4412,4336,76,269,290,-21,769,790,-21,6,7,-1,3,3,0,593,424,169,1043,924,119,16,12,4,3,3,0,409,444,-35,909,944,-35,14,16,-2,3,3,0,423,416,7,923,916,7,14,14,0,2,2,0,268,262,6,768,762,6,1,5,-4,2,2,0
KR_7705891782,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5797,5910,-113,489,650,-161,989,1150,-161,11,18,-7,4,4,0,900,860,40,1350,1360,-10,25,24,1,4,4,0,650,734,-84,1150,1234,-84,18,26,-8,4,4,0,860,734,126,1360,1234,126,30,22,8,3,3,0,448,432,16,948,932,16,1,7,-6,3,3,0
KR_7705891782,5.0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,6849,8171,-1322,212,212,0,1112,1587,-475,11,24,-13,4,5,-1,278,178,100,1628,1978,-350,33,24,9,4,4,0,801,247,554,1301,1847,-546,20,30,-10,5,5,0,1144,1126,18,1644,1626,18,39,35,4,4,4,0,664,633,31,1164,1133,31,2,11,-9,4,4,0
KR_7705891782,6.0,0,0,3,-3,0,0,0,0,0,0,0,0,0,0,0,8154,9582,-1428,149,723,-574,1349,2098,-749,15,34,-19,5,6,-1,609,405,204,1959,2205,-246,41,28,13,5,4,1,117,326,-209,1542,2151,-609,27,40,-13,6,6,0,1455,1325,130,1955,1825,130,50,39,11,5,4,1,849,803,46,1349,1303,46,2,13,-11,5,5,0
KR_7705891782,7.0,0,0,3,-3,0,0,0,0,0,0,0,0,0,0,0,9542,11308,-1766,383,131,252,1583,2506,-923,21,40,-19,6,7,-1,916,751,165,2266,2551,-285,49,36,13,5,5,0,64,840,-776,1789,2670,-881,31,52,-21,6,6,0,1835,1586,249,2335,2086,249,62,44,18,5,5,0,1069,995,74,1569,1495,74,2,15,-13,5,5,0
KR_7705891782,8.0,0,0,3,-3,0,0,0,0,0,0,0,0,0,0,0,10921,12750,-1829,534,563,-29,1734,2938,-1204,23,55,-32,6,7,-1,1290,984,306,2640,2784,-144,61,40,21,6,5,1,371,1203,-832,2096,3033,-937,39,63,-24,7,7,0,78,194,-116,2563,2344,219,68,49,19,6,5,1,88,226,-138,1888,1651,237,3,16,-13,5,5,0
KR_7705891782,9.0,0,0,5,-5,0,0,0,0,1,0,0,0,0,-1,0,12298,14966,-2668,896,840,56,2096,3215,-1119,34,64,-30,7,8,-1,222,1456,-1234,2872,3256,-384,65,44,21,6,6,0,561,1504,-943,2286,3339,-1053,43,71,-28,7,8,-1,440,814,-374,2930,2969,-39,78,56,22,6,6,0,309,752,-443,2114,2187,-73,5,18,-13,5,6,-1
