match_id,minute,blue_win,blue_kills,red_kills,diff_kills,blue_towers,red_towers,diff_towers,blue_dragons,red_dragons,blue_barons,red_barons,blue_heralds,red_heralds,diff_dragons,diff_barons,blue_total_gold,red_total_gold,diff_total_gold,blue_top_current_gold,red_top_current_gold,diff_top_current_gold,blue_top_total_gold,red_top_total_gold,diff_top_total_gold,blue_top_cs,red_top_cs,diff_top_cs,blue_top_level,red_top_level,diff_top_level,blue_jg_current_gold,red_jg_current_gold,diff_jg_current_gold,blue_jg_total_gold,red_jg_total_gold,diff_jg_total_gold,blue_jg_cs,red_jg_cs,diff_jg_cs,blue_jg_level,red_jg_level,diff_jg_level,blue_mid_current_gold,red_mid_current_gold,diff_mid_current_gold,blue_mid_total_gold,red_mid_total_gold,diff_mid_total_gold,blue_mid_cs,red_mid_cs,diff_mid_cs,blue_mid_level,red_mid_level,diff_mid_level,blue_bot_current_gold,red_bot_current_gold,diff_bot_current_gold,blue_bot_total_gold,red_bot_total_gold,diff_bot_total_gold,blue_bot_cs,red_bot_cs,diff_bot_cs,blue_bot_level,red_bot_level,diff_bot_level,blue_sup_current_gold,red_sup_current_gold,diff_sup_current_gold,blue_sup_total_gold,red_sup_total_gold,diff_sup_total_gold,blue_sup_cs,red_sup_cs,diff_sup_cs,blue_sup_level,red_sup_level,diff_sup_level
KR_8183827671,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,100,100,0,500,500,0,0,0,0,1,1,0
KR_8183827671,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2505,2505,0,0,0,0,500,500,0,0,0,0,1,1,0,50,50,0,500,500,0,0,0,0,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0,5,5,0,505,505,0,0,0,0,1,1,0
KR_8183827671,2.0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4769,4168,601,235,255,-20,735,755,-20,7,8,-1,2,2,0,437,700,-263,887,1150,-263,12,8,4,3,2,1,563,395,168,1063,895,168,8,10,-2,3,2,1,490,187,303,990,687,303,13,4,9,2,1,1,594,181,413,1094,681,413,0,0,0,2,2,0
KR_8183827671,3.0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5988,5717,271,405,645,-240,905,1145,-240,10,22,-12,3,4,-1,834,1127,-293,1284,1577,-293,24,20,4,4,3,1,291,220,71,1341,1120,221,17,16,1,4,3,1,168,431,-263,1168,931,237,17,11,6,2,2,0,415,144,271,1290,944,346,1,6,-5,3,3,0
KR_8183827671,4.0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,7671,7048,623,655,955,-300,1155,1455,-300,16,31,-15,4,5,-1,1103,343,760,1553,1868,-315,32,23,9,4,4,0,899,458,441,1949,1358,591,26,23,3,4,4,0,524,682,-158,1529,1182,347,30,16,14,3,3,0,610,385,225,1485,1185,300,3,11,-8,4,3,1
KR_8183827671,5.0,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,9430,8187,1243,139,17,122,1339,1767,-428,20,42,-22,5,5,0,1700,232,1468,2150,2107,43,39,28,11,5,4,1,248,185,63,2148,1535,613,31,26,5,5,5,0,902,858,44,1907,1358,549,41,19,22,4,4,0,1011,620,391,1886,1420,466,5,13,-8,4,4,0
KR_8183827671,6.0,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,11696,9323,2373,393,299,94,1593,2049,-456,25,49,-24,6,6,0,126,559,-433,2576,2434,142,40,36,4,5,5,0,732,417,315,2632,1767,865,43,33,10,6,5,1,100,286,-186,2655,1486,1169,52,19,33,5,4,1,65,87,-22,2240,1587,653,6,13,-7,5,4,1
KR_8183827671,7.0,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,13038,10791,2247,176,619,-443,1776,2369,-593,28,59,-31,6,7,-1,434,958,-524,2884,2833,51,48,48,0,6,6,0,1018,264,754,2918,2039,879,51,42,9,7,6,1,425,500,-75,2980,1700,1280,62,24,38,5,4,1,300,350,-50,2480,1850,630,7,15,-8,5,4,1
KR_8183827671,8.0,1,8,2,6,0,0,0,0,0,0,0,0,0,0,0,14833,12352,2481,484,919,-435,2084,2669,-585,40,70,-30,7,8,-1,23,180,-157,3448,3055,393,49,52,-3,6,6,0,110,323,-213,3060,2648,412,52,51,1,7,7,0,78,267,-189,3408,1892,1516,71,29,42,6,5,1,253,588,-335,2833,2088,745,8,19,-11,5,5,0
KR_8183827671,9.0,1,8,2,6,0,0,0,0,0,0,0,0,0,0,0,16416,13777,2639,754,1286,-532,2354,3036,-682,46,82,-36,7,8,-1,280,535,-255,3705,3410,295,52,62,-10,6,7,-1,516,533,-17,3466,2858,608,66,56,10,8,7,1,418,525,-107,3748,2150,1598,82,35,47,7,5,2,558,818,-260,3143,2323,820,13,20,-7,6,5,1
KR_8183827671,10.0,1,9,3,6,1,0,1,0,0,0,0,0,0,0,0,18631,15646,2985,1069,1556,-487,2669,3306,-637,52,90,-38,8,9,-1,615,312,303,4040,3937,103,59,70,-11,7,7,0,299,234,65,3799,3234,565,68,61,7,8,8,0,268,701,-433,4423,2326,2097,93,38,55,7,6,1,615,38,577,3700,2843,857,13,20,-7,6,6,0
KR_8183827671,11.0,1,9,5,4,1,0,1,1,0,0,0,0,0,1,0,20250,18313,1937,467,85,382,2867,4135,-1268,57,103,-46,9,9,0,989,733,256,4414,4358,56,71,74,-3,7,8,-1,701,543,158,4201,3548,653,82,69,13,9,8,1,696,1467,-771,4851,3092,1759,93,47,46,7,7,0,822,370,452,3917,3180,737,15,22,-7,6,6,0
KR_8183827671,12.0,1,11,5,6,1,0,1,1,0,0,0,0,0,1,0,22587,19800,2787,988,351,637,3388,4476,-1088,64,113,-49,9,10,-1,835,124,711,5335,4624,711,75,78,-3,8,8,0,29,872,-843,4404,3877,527,86,79,7,9,9,0,492,295,197,5197,3420,1777,99,57,42,8,7,1,293,593,-300,4263,3403,860,16,24,-8,7,7,0
KR_8183827671,13.0,1,11,5,6,1,0,1,1,0,0,0,0,0,1,0,24691,20985,3706,221,535,-314,3971,4660,-689,77,117,-40,10,11,-1,1252,447,805,5752,4947,805,87,86,1,9,9,0,464,1101,-637,4839,4106,733,95,85,10,9,10,-1,933,37,896,5638,3662,1976,114,62,52,8,7,1,521,800,-279,4491,3610,881,16,24,-8,7,7,0
KR_8183827671,14.0,1,12,6,6,1,0,1,1,0,0,0,0,0,1,0,26245,22693,3552,469,937,-468,4219,5062,-843,85,128,-43,11,11,0,1843,222,1621,6343,5184,1159,96,89,7,9,9,0,586,443,143,4961,4673,288,95,93,2,9,10,-1,339,323,16,5919,3948,1971,122,72,50,9,8,1,143,116,27,4803,3826,977,22,26,-4,7,7,0
KR_8183827671,15.0,1,12,6,6,1,0,1,1,0,0,0,0,0,1,0,27718,24162,3556,174,1198,-1024,4449,5323,-874,87,134,-47,11,12,-1,2038,540,1498,6543,5502,1041,100,97,3,9,9,0,111,827,-716,5286,5057,229,105,106,-1,10,11,-1,867,650,217,6447,4275,2172,135,79,56,9,8,1,333,295,38,4993,4005,988,23,26,-3,8,8,0
KR_8183827671,16.0,1,15,6,9,1,0,1,1,0,0,0,0,0,1,0,30739,25365,5374,1282,440,842,5557,5465,92,99,135,-36,12,12,0,2398,896,1502,6903,5858,1045,101,107,-6,10,10,0,952,175,777,6127,5205,922,119,107,12,11,11,0,341,990,-649,6771,4615,2156,144,90,54,10,9,1,721,507,214,5381,4222,1159,25,27,-2,8,8,0
KR_8183827671,17.0,1,15,7,8,3,0,3,1,0,0,0,0,0,1,0,33126,27452,5674,73,288,-215,5848,5713,135,104,140,-36,12,12,0,2715,756,1959,7220,6418,802,105,111,-6,10,10,0,490,481,9,6965,5511,1454,134,116,18,12,11,1,966,394,572,7396,4819,2577,156,95,61,10,9,1,1027,1276,-249,5697,4991,706,27,27,0,9,8,1
KR_8183827671,18.0,1,17,10,7,3,0,3,1,1,0,0,0,0,0,0,35104,30989,4115,257,255,2,6032,7120,-1088,108,141,-33,12,13,-1,32,1156,-1124,7912,6818,1094,105,123,-18,11,11,0,169,1360,-1191,7519,6395,1124,134,123,11,12,12,0,298,1063,-765,7753,5488,2265,161,111,50,11,10,1,338,73,265,5888,5168,720,28,27,1,9,8,1
KR_8183827671,19.0,1,17,10,7,3,0,3,1,1,0,0,1,0,0,0,36924,32606,4318,668,402,266,6443,7272,-829,123,142,-19,13,13,0,530,107,423,8410,7432,978,117,135,-18,11,11,0,483,1728,-1245,7833,6763,1070,143,135,8,12,13,-1,425,221,204,8135,5746,2389,172,119,53,11,10,1,553,298,255,6103,5393,710,30,30,0,9,9,0
KR_8183827671,20.0,1,17,11,6,4,0,4,1,1,0,0,1,0,0,0,39300,35117,4183,1182,116,1066,6957,8186,-1229,137,151,-14,14,14,0,1498,563,935,9378,7889,1489,131,147,-16,12,12,0,655,2014,-1359,8005,7049,956,143,145,-2,12,13,-1,510,691,-181,8620,6216,2404,184,140,44,11,11,0,350,677,-327,6340,5777,563,30,31,-1,9,9,0
KR_8183827671,21.0,1,17,13,4,4,0,4,1,1,0,0,1,0,0,0,40569,37646,2923,343,373,-30,7218,8443,-1225,143,152,-9,14,14,0,1687,1205,482,9571,8530,1041,133,150,-17,12,13,-1,1013,788,225,8363,7353,1010,155,154,1,13,13,0,771,1582,-811,8886,7107,1779,191,142,49,12,11,1,36,513,-477,6531,6213,318,31,31,0,9,10,-1
KR_8183827671,22.0,1,18,13,5,4,0,4,1,1,0,0,1,0,0,0,42372,38704,3668,511,96,415,7461,8566,-1105,143,152,-9,14,14,0,2090,1467,623,9974,8792,1182,140,155,-15,12,13,-1,1563,983,580,8913,7548,1365,157,156,1,13,13,0,1191,1879,-688,9306,7404,1902,196,147,49,12,12,0,222,694,-472,6718,6394,324,31,31,0,9,10,-1
KR_8183827671,23.0,1,19,14,5,4,0,4,1,1,0,0,1,0,0,0,44572,40491,4081,1110,452,658,8060,8922,-862,149,163,-14,14,14,0,545,534,11,10405,9201,1204,147,170,-23,13,13,0,221,265,-44,9271,8030,1241,169,156,13,14,14,0,494,27,467,9849,7707,2142,196,156,40,12,12,0,91,131,-40,6987,6631,356,31,31,0,10,10,0
KR_8183827671,24.0,1,21,18,3,4,1,3,1,1,0,0,1,0,0,0,46603,45561,1042,2104,2623,-519,9024,11092,-2068,154,174,-20,15,15,0,343,686,-343,10802,9703,1099,149,171,-22,13,14,-1,537,1382,-845,9586,9147,439,176,156,20,14,14,0,616,1026,-410,9971,8706,1265,196,172,24,12,12,0,284,413,-129,7220,6913,307,31,31,0,10,10,0
KR_8183827671,25.0,1,21,20,1,5,2,3,1,2,0,0,1,0,-1,0,47855,48474,-619,661,298,363,9171,11768,-2597,154,175,-21,16,16,0,658,1263,-605,11123,10280,843,156,187,-31,13,14,-1,684,822,-138,9734,10037,-303,176,162,14,14,15,-1,1103,1397,-294,10277,9077,1200,202,177,25,13,13,0,575,807,-232,7550,7312,238,35,32,3,11,11,0
KR_8183827671,26.0,1,21,20,1,5,2,3,1,2,0,0,1,0,-1,0,49294,50204,-910,1012,658,354,9522,12128,-2606,165,187,-22,16,16,0,1012,1853,-841,11477,10874,603,167,204,-37,14,15,-1,996,653,343,10046,10408,-362,185,174,11,14,15,-1,128,290,-162,10453,9270,1183,205,181,24,13,13,0,811,163,648,7796,7524,272,37,33,4,11,11,0
KR_8183827671,27.0,1,24,21,3,5,2,3,1,2,0,0,1,0,-1,0,52390,52096,294,1372,903,469,9882,12372,-2490,174,194,-20,17,16,1,1627,349,1278,12097,11334,763,168,206,-38,14,15,-1,1756,355,1401,10806,10809,-3,191,174,17,15,15,0,42,769,-727,11066,9749,1317,210,196,14,13,13,0,1553,472,1081,8539,7832,707,37,33,4,12,11,1
KR_8183827671,28.0,1,25,21,4,5,3,2,1,2,1,0,1,0,-1,1,55556,53671,1885,304,888,-584,10364,12858,-2494,181,204,-23,17,17,0,2371,501,1870,12845,11486,1359,181,206,-25,15,15,0,1415,530,885,11584,10985,599,195,176,19,15,15,0,762,1299,-537,11787,10278,1509,224,206,18,14,14,0,211,398,-187,8976,8064,912,37,34,3,12,11,1
KR_8183827671,29.0,1,25,21,4,10,4,6,1,2,1,0,1,0,-1,1,57832,54970,2862,722,515,207,10781,13154,-2373,188,206,-18,18,17,1,2738,706,2032,13213,11690,1523,182,206,-24,15,15,0,1844,825,1019,12014,11280,734,200,180,20,15,16,-1,1374,1574,-200,12398,10554,1844,231,212,19,14,14,0,661,126,535,9426,8292,1134,39,34,5,13,12,1
KR_8183827671,30.0,1,28,25,3,10,4,6,1,2,1,0,1,0,-1,1,60162,59426,736,79,446,-367,11439,14335,-2896,192,214,-22,18,18,0,65,946,-881,13740,12806,934,182,209,-27,15,15,0,207,1077,-870,12302,12082,220,202,181,21,16,16,0,1017,391,626,12942,11571,1371,231,228,3,15,15,0,974,387,587,9739,8632,1107,39,34,5,13,12,1
KR_8183827671,31.0,1,28,26,2,10,4,6,1,3,1,0,1,0,-2,1,61646,62024,-378,251,596,-345,11621,14491,-2870,195,215,-20,18,18,0,433,130,303,14182,13714,468,194,221,-27,16,16,0,493,1607,-1114,12588,12686,-98,209,198,11,16,16,0,131,1082,-951,13330,12261,1069,240,245,-5,15,15,0,1160,627,533,9925,8872,1053,39,34,5,13,13,0
KR_8183827671,32.0,1,28,27,1,10,4,6,1,3,1,0,1,0,-2,1,62950,63923,-973,796,989,-193,12165,14883,-2718,207,229,-22,19,18,1,645,614,31,14394,14199,195,198,223,-25,16,16,0,636,713,-77,12730,13093,-363,210,209,1,16,17,-1,350,1515,-1165,13549,12695,854,245,257,-12,15,16,-1,106,808,-702,10112,9053,1059,39,34,5,13,13,0
KR_8183827671,33.0,1,30,29,1,11,4,7,1,3,1,0,1,0,-2,1,65867,66681,-814,1319,1832,-513,12694,15726,-3032,208,237,-29,19,19,0,1213,872,341,15362,14456,906,198,225,-27,16,17,-1,548,978,-430,13242,13358,-116,220,211,9,17,17,0,351,645,-294,14000,13274,726,249,267,-18,15,16,-1,564,922,-358,10569,9867,702,43,36,7,14,13,1
KR_8183827671,34.0,1,30,30,0,12,4,8,1,3,2,0,1,0,-2,2,68037,68521,-484,346,774,-428,13370,15868,-2498,223,238,-15,19,19,0,725,1085,-360,15824,14674,1150,202,226,-24,17,17,0,870,1785,-915,13565,14164,-599,220,216,4,17,18,-1,673,1141,-468,14322,13771,551,249,281,-32,16,17,-1,946,299,647,10956,10044,912,44,36,8,14,14,0
KR_8183827671,35.0,1,30,30,0,12,4,8,1,3,2,0,1,0,-2,2,69516,70295,-779,468,671,-203,13492,16266,-2774,223,249,-26,19,19,0,1290,1458,-168,16389,15047,1342,221,230,-9,17,17,0,1068,2232,-1164,13762,14612,-850,224,228,-4,17,18,-1,1078,1520,-442,14727,14150,577,257,291,-34,16,17,-1,1096,475,621,11146,10220,926,45,36,9,14,14,0
KR_8183827671,35.8,1,35,30,5,13,4,9,1,3,2,0,1,0,-2,2,73907,71143,2764,863,791,72,13887,16385,-2498,224,251,-27,20,19,1,2123,1578,545,17222,15167,2055,221,230,-9,18,17,1,2267,138,2129,14961,14718,243,229,228,1,18,18,0,2641,626,2015,16290,14506,1784,264,299,-35,17,17,0,1497,622,875,11547,10367,1180,46,36,10,15,14,1
