match_id,minute,blue_win,blue_kills,red_kills,diff_kills,blue_towers,red_towers,diff_towers,blue_dragons,red_dragons,blue_barons,red_barons,blue_heralds,red_heralds,diff_dragons,diff_barons,blue_total_gold,red_total_gold,diff_total_gold,blue_top_current_gold,red_top_current_gold,diff_top_current_gold,blue_top_total_gold,red_top_total_gold,diff_top_total_gold,blue_top_cs,red_top_cs,diff_top_cs,blue_top_level,red_top_level,diff_top_level,blue_jg_current_gold,red_jg_current_gold,diff_jg_current_gold,blue_jg_total_gold,red_jg_total_gold,diff_jg_total_gold,blue_jg_cs,red_jg_cs,diff_jg_cs,blue_jg_level,red_jg_level,diff_jg_level,blue_mid_current_gold,red_mid_current_gold,diff_mid_current_gold,blue_mid_total_gold,red_mid_total_gold,diff_mid_total_gold,blue_mid_cs,red_mid_cs,diff_mid_cs,blue_mid_level,red_mid_level,diff_mid_level,blue_bot_current_gold,red_bot_current_gold,diff_bot_current_gold,blue_bot_total_gold,red_bot_total_gold,diff_bot_total_gold,blue_bot_cs,red_bot_cs,diff_bot_cs,blue_bot_level,red_bot_level,diff_bot_level,blue_sup_current_gold,red_sup_current_gold,diff_sup_current_gold,blue_sup_total_gold,red_sup_total_gold,diff_sup_total_gold,blue_sup_cs,red_sup_cs,diff_sup_cs,blue_sup_level,red_sup_level,diff_sup_level
KR_7962732161,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,100,100,0,500,500,0,0,0,0,1,1,0
KR_7962732161,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,0,0,0,0,500,500,0,0,0,0,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0
KR_7962732161,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3014,3028,-14,97,97,0,597,597,0,3,3,0,1,1,0,141,126,15,641,626,15,4,4,0,2,2,0,146,125,21,646,625,21,6,5,1,1,1,0,83,118,-35,583,618,-35,2,4,-2,1,1,0,47,62,-15,547,562,-15,0,1,-1,1,1,0
KR_7962732161,3.0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5209,4697,512,36,224,-188,1036,874,162,15,12,3,3,2,1,793,409,384,1293,909,384,12,12,0,3,3,0,665,360,305,1165,860,305,11,12,-1,2,3,-1,368,496,-128,868,996,-128,8,12,-4,2,2,0,347,558,-211,847,1058,-211,1,2,-1,1,2,-1
KR_7962732161,4.0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,7115,6323,792,284,542,-258,1284,1192,92,19,23,-4,4,4,0,76,261,-185,1776,1461,315,16,16,0,3,3,0,1129,661,468,1629,1161,468,14,19,-5,3,4,-1,121,291,-170,1071,1291,-220,10,18,-8,3,3,0,80,243,-163,1355,1218,137,1,2,-1,1,2,-1
KR_7962732161,5.0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8399,8789,-390,62,1219,-1157,1512,1869,-357,25,33,-8,4,5,-1,432,672,-240,2132,1872,260,25,26,-1,4,4,0,390,236,154,1965,1511,454,23,29,-6,4,5,-1,168,985,-817,1193,1985,-792,10,31,-21,3,4,-1,322,577,-255,1597,1552,45,4,4,0,2,3,-1
KR_7962732161,6.0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10176,10648,-472,145,317,-172,1945,2117,-172,34,41,-7,5,6,-1,1110,1372,-262,2810,2572,238,35,32,3,5,4,1,37,718,-681,2087,1993,94,23,41,-18,5,5,0,508,369,139,1533,2219,-686,23,37,-14,4,4,0,526,197,329,1801,1747,54,8,5,3,3,4,-1
KR_7962732161,7.0,0,5,7,-2,0,0,0,0,0,0,0,0,0,0,0,11283,12869,-1586,309,627,-318,2109,2427,-318,36,49,-13,6,7,-1,341,218,123,3066,2918,148,41,36,5,5,5,0,245,707,-462,2300,2632,-332,27,51,-24,5,6,-1,804,710,94,1829,2560,-731,30,41,-11,4,5,-1,229,782,-553,1979,2332,-353,9,7,2,3,4,-1
KR_7962732161,8.0,0,5,7,-2,0,0,0,0,1,0,0,0,0,-1,0,12700,14300,-1600,665,876,-211,2465,2676,-211,47,56,-9,7,7,0,463,571,-108,3188,3271,-83,41,48,-7,6,6,0,274,1034,-760,2579,2959,-380,33,60,-27,6,7,-1,1258,279,979,2283,2829,-546,46,46,0,5,5,0,435,1010,-575,2185,2565,-380,12,9,3,4,5,-1
KR_7962732161,9.0,0,6,7,-1,0,0,0,0,1,0,0,0,0,-1,0,14626,15654,-1028,147,92,55,2797,3017,-220,59,66,-7,7,7,0,124,218,-94,3874,3393,481,49,48,1,6,6,0,186,1324,-1138,2991,3249,-258,41,70,-29,7,7,0,1556,656,900,2581,3211,-630,55,60,-5,6,6,0,633,1229,-596,2383,2784,-401,15,11,4,5,5,0
