match_id,minute,blue_win,blue_kills,red_kills,diff_kills,blue_towers,red_towers,diff_towers,blue_dragons,red_dragons,blue_barons,red_barons,blue_heralds,red_heralds,diff_dragons,diff_barons,blue_total_gold,red_total_gold,diff_total_gold,blue_top_current_gold,red_top_current_gold,diff_top_current_gold,blue_top_total_gold,red_top_total_gold,diff_top_total_gold,blue_top_cs,red_top_cs,diff_top_cs,blue_top_level,red_top_level,diff_top_level,blue_jg_current_gold,red_jg_current_gold,diff_jg_current_gold,blue_jg_total_gold,red_jg_total_gold,diff_jg_total_gold,blue_jg_cs,red_jg_cs,diff_jg_cs,blue_jg_level,red_jg_level,diff_jg_level,blue_mid_current_gold,red_mid_current_gold,diff_mid_current_gold,blue_mid_total_gold,red_mid_total_gold,diff_mid_total_gold,blue_mid_cs,red_mid_cs,diff_mid_cs,blue_mid_level,red_mid_level,diff_mid_level,blue_bot_current_gold,red_bot_current_gold,diff_bot_current_gold,blue_bot_total_gold,red_bot_total_gold,diff_bot_total_gold,blue_bot_cs,red_bot_cs,diff_bot_cs,blue_bot_level,red_bot_level,diff_bot_level,blue_sup_current_gold,red_sup_current_gold,diff_sup_current_gold,blue_sup_total_gold,red_sup_total_gold,diff_sup_total_gold,blue_sup_cs,red_sup_cs,diff_sup_cs,blue_sup_level,red_sup_level,diff_sup_level
KR_8176393241,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,100,100,0,500,500,0,0,0,0,1,1,0
KR_8176393241,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2525,2553,-28,0,48,-48,500,548,-48,0,3,-3,1,1,0,0,50,-50,500,500,0,0,0,0,1,1,0,20,0,20,520,500,20,1,0,1,1,1,0,0,5,-5,500,505,-5,0,0,0,1,1,0,5,0,5,505,500,5,0,0,0,1,1,0
KR_8176393241,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4144,3794,350,235,262,-27,735,837,-102,7,13,-6,2,2,0,653,348,305,1153,798,355,4,9,-5,2,2,0,289,235,54,789,735,54,10,7,3,2,2,0,269,240,29,769,740,29,9,7,2,2,2,0,198,184,14,698,684,14,3,1,2,2,2,0
KR_8176393241,3.0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,5878,5884,-6,61,174,-113,1111,1049,62,15,16,-1,4,3,1,158,725,-567,1558,1175,383,8,20,-12,3,3,0,143,203,-60,1343,1253,90,16,13,3,4,3,1,507,868,-361,1007,1368,-361,16,17,-1,3,3,0,159,539,-380,859,1039,-180,3,2,1,2,3,-1
KR_8176393241,4.0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,7372,7327,45,266,654,-388,1316,1529,-213,20,35,-15,4,5,-1,595,1040,-445,1995,1490,505,20,28,-8,4,4,0,472,462,10,1672,1512,160,26,21,5,4,4,0,805,59,746,1305,1559,-254,25,21,4,4,3,1,384,87,297,1084,1237,-153,6,4,2,3,3,0
KR_8176393241,5.0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9015,9431,-416,711,178,533,1761,1753,8,37,41,-4,5,5,0,62,25,37,2262,2375,-113,20,28,-8,4,5,-1,436,274,162,1936,1874,62,30,27,3,5,5,0,471,411,60,1771,1911,-140,26,31,-5,4,4,0,210,368,-158,1285,1518,-233,8,7,1,3,4,-1
KR_8176393241,6.0,0,4,5,-1,0,0,0,0,0,0,0,0,0,0,0,10645,11296,-651,1027,56,971,2077,2131,-54,46,54,-8,6,6,0,373,358,15,2573,2708,-135,28,36,-8,5,5,0,746,640,106,2246,2240,6,39,41,-2,6,6,0,829,857,-28,2129,2357,-228,38,38,0,5,5,0,545,710,-165,1620,1860,-240,9,7,2,4,5,-1
KR_8176393241,7.0,0,4,7,-3,0,0,0,0,0,0,0,0,0,0,0,11977,13404,-1427,638,73,565,2288,2748,-460,51,64,-13,7,7,0,710,797,-87,2910,3152,-242,38,44,-6,5,6,-1,546,561,-15,2546,2811,-265,48,49,-1,7,7,0,1173,256,917,2473,2656,-183,49,47,2,6,5,1,85,262,-177,1760,2037,-277,9,8,1,4,5,-1
KR_8176393241,8.0,0,5,7,-2,0,0,0,0,0,0,0,0,0,0,0,13372,15170,-1798,236,189,47,2536,3164,-628,54,80,-26,7,8,-1,660,219,441,3110,3474,-364,38,52,-14,5,6,-1,636,322,314,3036,3272,-236,51,60,-9,7,7,0,351,583,-232,2726,2983,-257,57,59,-2,6,6,0,289,497,-208,1964,2277,-313,10,10,0,5,6,-1
KR_8176393241,9.0,0,6,8,-2,0,0,0,0,0,0,0,0,0,0,0,15314,17172,-1858,596,612,-16,2896,3587,-691,66,96,-30,8,8,0,1127,648,479,3577,3903,-326,42,60,-18,6,7,-1,961,648,313,3361,3598,-237,60,72,-12,8,8,0,945,1018,-73,3320,3418,-98,67,70,-3,7,6,1,35,886,-851,2160,2666,-506,10,11,-1,5,6,-1
KR_8176393241,10.0,0,8,9,-1,0,0,0,0,0,0,0,0,0,0,0,17622,18586,-964,923,91,832,3223,3866,-643,78,103,-25,8,9,-1,215,770,-555,3815,4025,-210,46,60,-14,6,7,-1,2083,96,1987,4483,3871,612,69,72,-3,9,8,1,100,772,-672,3525,3922,-397,72,75,-3,7,6,1,441,217,224,2576,2902,-326,12,12,0,5,6,-1
KR_8176393241,11.0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,19638,20200,-562,1344,575,769,3644,4350,-706,93,122,-29,9,10,-1,576,998,-422,4176,4253,-77,54,64,-10,7,7,0,195,521,-326,4795,4296,499,74,83,-9,9,8,1,655,1017,-362,4080,4167,-87,82,82,0,8,7,1,808,369,439,2943,3134,-191,13,13,0,6,6,0
KR_8176393241,12.0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,21788,21465,323,1686,402,1284,3986,4677,-691,104,134,-30,9,10,-1,974,245,729,4574,4375,199,54,64,-10,7,7,0,1060,767,293,5660,4542,1118,90,88,2,10,9,1,866,11,855,4291,4419,-128,87,87,0,8,7,1,42,687,-645,3277,3452,-175,13,20,-7,6,7,-1
KR_8176393241,13.0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,23095,23487,-392,2070,683,1387,4370,4958,-588,117,141,-24,11,10,1,501,675,-174,4901,4805,96,62,76,-14,8,8,0,282,1193,-911,5782,4968,814,90,104,-14,10,9,1,1118,650,468,4543,5058,-515,95,97,-2,8,8,0,264,933,-669,3499,3698,-199,13,22,-9,7,7,0
KR_8176393241,14.0,0,12,9,3,0,0,0,0,1,0,0,0,0,-1,0,25549,24962,587,322,1052,-730,4622,5327,-705,125,156,-31,11,11,0,1239,957,282,5639,5087,552,72,84,-12,9,9,0,896,197,699,6397,5172,1225,105,109,-4,11,10,1,1766,993,773,5196,5406,-210,107,108,-1,9,8,1,460,1190,-730,3695,3970,-275,14,25,-11,7,8,-1
KR_8176393241,15.0,0,12,9,3,0,0,0,0,1,0,0,0,0,-1,0,26961,26678,283,629,1461,-832,4929,5736,-807,136,168,-32,11,11,0,1586,1327,259,5986,5457,529,80,95,-15,9,9,0,1181,400,781,6681,5450,1231,110,116,-6,11,10,1,249,67,182,5454,5780,-326,112,117,-5,9,8,1,176,1475,-1299,3911,4255,-344,16,26,-10,7,8,-1
KR_8176393241,16.0,0,12,9,3,0,0,0,0,1,0,0,0,1,-1,0,28661,28140,521,994,526,468,5294,6101,-807,148,180,-32,12,12,0,1903,1670,233,6303,5800,503,88,103,-15,10,10,0,830,697,133,6980,5747,1233,121,124,-3,12,10,2,723,320,403,5933,6033,-100,128,124,4,10,9,1,416,1679,-1263,4151,4459,-308,18,27,-9,8,9,-1
KR_8176393241,17.0,0,13,9,4,0,0,0,0,1,0,0,0,1,-1,0,30665,29842,823,1467,995,472,5767,6570,-803,164,198,-34,13,13,0,75,271,-196,6425,6226,199,88,115,-27,10,11,-1,1182,303,879,7337,6053,1284,132,133,-1,12,11,1,294,186,108,6604,6249,355,131,127,4,10,9,1,357,4,353,4532,4744,-212,18,30,-12,8,9,-1
