match_id,minute,blue_win,blue_kills,red_kills,diff_kills,blue_towers,red_towers,diff_towers,blue_dragons,red_dragons,blue_barons,red_barons,blue_heralds,red_heralds,diff_dragons,diff_barons,blue_total_gold,red_total_gold,diff_total_gold,blue_top_current_gold,red_top_current_gold,diff_top_current_gold,blue_top_total_gold,red_top_total_gold,diff_top_total_gold,blue_top_cs,red_top_cs,diff_top_cs,blue_top_level,red_top_level,diff_top_level,blue_jg_current_gold,red_jg_current_gold,diff_jg_current_gold,blue_jg_total_gold,red_jg_total_gold,diff_jg_total_gold,blue_jg_cs,red_jg_cs,diff_jg_cs,blue_jg_level,red_jg_level,diff_jg_level,blue_mid_current_gold,red_mid_current_gold,diff_mid_current_gold,blue_mid_total_gold,red_mid_total_gold,diff_mid_total_gold,blue_mid_cs,red_mid_cs,diff_mid_cs,blue_mid_level,red_mid_level,diff_mid_level,blue_bot_current_gold,red_bot_current_gold,diff_bot_current_gold,blue_bot_total_gold,red_bot_total_gold,diff_bot_total_gold,blue_bot_cs,red_bot_cs,diff_bot_cs,blue_bot_level,red_bot_level,diff_bot_level,blue_sup_current_gold,red_sup_current_gold,diff_sup_current_gold,blue_sup_total_gold,red_sup_total_gold,diff_sup_total_gold,blue_sup_cs,red_sup_cs,diff_sup_cs,blue_sup_level,red_sup_level,diff_sup_level
KR_8097555632,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,100,100,0,500,500,0,0,0,0,1,1,0
KR_8097555632,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,2550,-36,0,5,-5,500,505,-5,0,0,0,1,1,0,0,50,-50,500,500,0,0,0,0,1,1,0,0,40,-40,500,540,-40,0,2,-2,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0,14,5,9,514,505,9,0,0,0,1,1,0
KR_8097555632,2.0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4611,4074,537,125,56,69,1175,706,469,9,5,4,2,2,0,317,338,-21,817,788,29,10,8,2,2,2,0,277,257,20,777,757,20,10,8,2,3,2,1,521,330,191,1021,830,191,6,6,0,2,2,0,321,493,-172,821,993,-172,0,1,-1,2,2,0
KR_8097555632,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6008,5826,182,315,348,-33,1365,998,367,13,15,-2,3,3,0,675,725,-50,1175,1175,0,20,20,0,3,3,0,239,199,40,1139,1399,-260,22,19,3,4,4,0,199,190,9,1299,1040,259,15,11,4,3,2,1,230,64,166,1030,1214,-184,1,4,-3,2,3,-1
KR_8097555632,4.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7444,7209,235,565,630,-65,1615,1280,335,19,22,-3,4,4,0,987,107,880,1487,1407,80,28,24,4,4,4,0,504,565,-61,1404,1765,-361,30,31,-1,5,5,0,556,533,23,1656,1383,273,25,22,3,4,3,1,482,199,283,1282,1374,-92,3,5,-2,3,3,0
KR_8097555632,5.0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,9071,8543,528,1111,206,905,2161,1456,705,30,25,5,6,5,1,1265,444,821,1765,1744,21,36,32,4,4,5,-1,762,903,-141,1662,2103,-441,38,43,-5,5,6,-1,878,860,18,1978,1710,268,36,34,2,4,4,0,705,355,350,1505,1530,-25,3,6,-3,4,4,0
KR_8097555632,6.0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,10536,9990,546,137,396,-259,2537,1746,791,36,33,3,6,6,0,146,770,-624,1996,2070,-74,40,40,0,5,5,0,1054,1245,-191,1954,2445,-491,48,53,-5,6,6,0,184,1164,-980,2334,2014,320,47,43,4,5,5,0,915,540,375,1715,1715,0,4,9,-5,4,5,-1
KR_8097555632,7.0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11958,11722,236,442,668,-226,2842,2018,824,45,40,5,7,6,1,297,1398,-1101,2147,2698,-551,42,48,-6,5,6,-1,1372,1577,-205,2272,2777,-505,57,63,-6,7,7,0,625,189,436,2775,2339,436,56,53,3,6,5,1,67,35,32,1922,1890,32,5,11,-6,5,5,0
KR_8097555632,8.0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,14521,13248,1273,749,906,-157,3149,2256,893,56,47,9,7,7,0,644,415,229,2494,3015,-521,50,56,-6,6,7,-1,1718,1863,-145,2618,3063,-445,70,72,-2,8,8,0,1475,424,1051,3625,2824,801,71,56,15,7,6,1,380,85,295,2635,2090,545,5,12,-7,5,5,0
KR_8097555632,9.0,1,7,4,3,0,0,0,0,0,0,0,0,0,0,0,16812,14581,2231,1394,12,1382,3794,2487,1307,62,53,9,9,8,1,1318,326,992,3168,3326,-158,57,66,-9,6,7,-1,2217,333,1884,3117,3308,-191,76,79,-3,8,8,0,255,204,51,3905,3054,851,78,62,16,7,6,1,173,396,-223,2828,2406,422,7,19,-12,6,6,0
