match_id,minute,blue_win,blue_kills,red_kills,diff_kills,blue_towers,red_towers,diff_towers,blue_dragons,red_dragons,blue_barons,red_barons,blue_heralds,red_heralds,diff_dragons,diff_barons,blue_total_gold,red_total_gold,diff_total_gold,blue_top_current_gold,red_top_current_gold,diff_top_current_gold,blue_top_total_gold,red_top_total_gold,diff_top_total_gold,blue_top_cs,red_top_cs,diff_top_cs,blue_top_level,red_top_level,diff_top_level,blue_jg_current_gold,red_jg_current_gold,diff_jg_current_gold,blue_jg_total_gold,red_jg_total_gold,diff_jg_total_gold,blue_jg_cs,red_jg_cs,diff_jg_cs,blue_jg_level,red_jg_level,diff_jg_level,blue_mid_current_gold,red_mid_current_gold,diff_mid_current_gold,blue_mid_total_gold,red_mid_total_gold,diff_mid_total_gold,blue_mid_cs,red_mid_cs,diff_mid_cs,blue_mid_level,red_mid_level,diff_mid_level,blue_bot_current_gold,red_bot_current_gold,diff_bot_current_gold,blue_bot_total_gold,red_bot_total_gold,diff_bot_total_gold,blue_bot_cs,red_bot_cs,diff_bot_cs,blue_bot_level,red_bot_level,diff_bot_level,blue_sup_current_gold,red_sup_current_gold,diff_sup_current_gold,blue_sup_total_gold,red_sup_total_gold,diff_sup_total_gold,blue_sup_cs,red_sup_cs,diff_sup_cs,blue_sup_level,red_sup_level,diff_sup_level
KR_8031003384,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,100,100,0,500,500,0,0,0,0,1,1,0
KR_8031003384,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2505,2500,5,0,0,0,500,500,0,0,0,0,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0,5,0,5,505,500,5,0,0,0,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0
KR_8031003384,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4432,3808,624,289,269,20,789,769,20,10,9,1,2,2,0,387,313,74,887,813,74,12,10,2,3,2,1,257,299,-42,757,799,-42,9,11,-2,2,2,0,685,263,422,1185,763,422,9,9,0,2,2,0,314,89,225,814,664,150,3,1,2,2,1,1
KR_8031003384,3.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5692,5203,489,611,479,132,1111,979,132,20,14,6,4,3,1,544,675,-131,1044,1175,-131,14,20,-6,3,3,0,603,613,-10,1103,1113,-10,22,20,2,4,4,0,943,571,372,1443,1071,372,17,18,-1,3,3,0,491,290,201,991,865,126,4,1,3,3,2,1
KR_8031003384,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7269,7261,8,941,851,90,1441,1351,90,30,27,3,5,5,0,932,1163,-231,1432,1663,-231,24,28,-4,4,4,0,227,57,170,1427,1757,-330,32,31,1,5,5,0,1293,935,358,1793,1435,358,28,30,-2,4,4,0,676,475,201,1176,1055,121,7,3,4,4,3,1
KR_8031003384,5.0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,8988,8541,447,45,295,-250,1645,1595,50,35,34,1,5,5,0,547,1395,-848,1997,1895,102,30,33,-3,4,4,0,518,368,150,1718,2068,-350,42,41,1,6,6,0,1751,1179,572,2251,1679,572,38,37,1,4,4,0,877,724,153,1377,1304,73,11,5,6,4,4,0
KR_8031003384,6.0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,10524,9667,857,275,551,-276,1875,1851,24,41,40,1,6,6,0,219,322,-103,2544,2122,422,34,37,-3,5,5,0,814,729,85,2014,2429,-415,50,52,-2,6,6,0,369,126,243,2569,1801,768,48,37,11,5,4,1,147,109,38,1522,1464,58,11,6,5,5,4,1
KR_8031003384,7.0,1,4,2,2,0,0,0,0,1,0,0,0,0,-1,0,12155,11638,517,94,36,58,2094,2036,58,47,44,3,6,6,0,767,705,62,3092,2505,587,38,41,-3,5,5,0,1139,1141,-2,2339,2841,-502,60,66,-6,7,7,0,701,778,-77,2901,2453,448,58,48,10,6,5,1,354,448,-94,1729,1803,-74,11,7,4,5,5,0
KR_8031003384,8.0,1,4,3,1,0,0,0,0,1,0,0,0,0,-1,0,13427,13204,223,360,362,-2,2360,2362,-2,56,56,0,7,7,0,1141,1005,136,3466,2805,661,49,45,4,6,5,1,361,445,-84,2461,2995,-534,60,68,-8,7,7,0,970,252,718,3170,2827,343,66,60,6,6,6,0,290,60,230,1970,2215,-245,13,7,6,5,5,0
KR_8031003384,9.0,1,4,3,1,0,0,0,0,1,0,0,0,0,-1,0,14428,14657,-229,541,705,-164,2541,2705,-164,60,62,-2,7,7,0,249,1313,-1064,3674,3113,561,53,53,0,6,6,0,582,831,-249,2682,3381,-699,66,81,-15,8,8,0,244,485,-241,3394,3060,334,72,67,5,7,6,1,452,188,264,2137,2398,-261,14,8,6,5,5,0
