match_id,minute,blue_win,blue_kills,red_kills,diff_kills,blue_towers,red_towers,diff_towers,blue_dragons,red_dragons,blue_barons,red_barons,blue_heralds,red_heralds,diff_dragons,diff_barons,blue_total_gold,red_total_gold,diff_total_gold,blue_top_current_gold,red_top_current_gold,diff_top_current_gold,blue_top_total_gold,red_top_total_gold,diff_top_total_gold,blue_top_cs,red_top_cs,diff_top_cs,blue_top_level,red_top_level,diff_top_level,blue_jg_current_gold,red_jg_current_gold,diff_jg_current_gold,blue_jg_total_gold,red_jg_total_gold,diff_jg_total_gold,blue_jg_cs,red_jg_cs,diff_jg_cs,blue_jg_level,red_jg_level,diff_jg_level,blue_mid_current_gold,red_mid_current_gold,diff_mid_current_gold,blue_mid_total_gold,red_mid_total_gold,diff_mid_total_gold,blue_mid_cs,red_mid_cs,diff_mid_cs,blue_mid_level,red_mid_level,diff_mid_level,blue_bot_current_gold,red_bot_current_gold,diff_bot_current_gold,blue_bot_total_gold,red_bot_total_gold,diff_bot_total_gold,blue_bot_cs,red_bot_cs,diff_bot_cs,blue_bot_level,red_bot_level,diff_bot_level,blue_sup_current_gold,red_sup_current_gold,diff_sup_current_gold,blue_sup_total_gold,red_sup_total_gold,diff_sup_total_gold,blue_sup_cs,red_sup_cs,diff_sup_cs,blue_sup_level,red_sup_level,diff_sup_level
KR_8174149215,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,100,100,0,500,500,0,0,0,0,1,1,0
KR_8174149215,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2505,-5,0,0,0,500,500,0,0,0,0,1,1,0,0,50,-50,500,500,0,0,0,0,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0,0,5,-5,500,505,-5,0,0,0,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0
KR_8174149215,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3830,3891,-61,221,283,-62,721,783,-62,6,10,-4,2,2,0,312,437,-125,812,887,-75,8,12,-4,2,3,-1,241,249,-8,741,749,-8,7,8,-1,2,2,0,377,260,117,877,760,117,14,8,6,2,2,0,179,212,-33,679,712,-33,2,1,1,2,2,0
KR_8174149215,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5325,5382,-57,123,633,-510,1023,1133,-110,15,16,-1,4,3,1,704,834,-130,1204,1284,-80,20,24,-4,3,4,-1,535,535,0,1035,1035,0,15,18,-3,4,4,0,693,526,167,1193,1026,167,24,14,10,3,3,0,370,404,-34,870,904,-34,4,2,2,3,3,0
KR_8174149215,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7298,6578,720,336,929,-593,1236,1429,-193,21,24,-3,4,5,-1,1047,157,890,1547,1407,140,28,24,4,4,4,0,283,371,-88,1333,1271,62,24,23,1,5,4,1,167,816,-649,1717,1316,401,34,22,12,4,4,0,110,355,-245,1465,1155,310,6,3,3,3,3,0
KR_8174149215,5.0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,8770,8565,205,302,41,261,1502,1741,-239,30,35,-5,5,5,0,248,503,-255,1798,1753,45,32,32,0,4,4,0,813,622,191,1863,1522,341,29,31,-2,6,5,1,391,159,232,1941,1959,-18,40,33,7,5,4,1,236,90,146,1666,1590,76,9,4,5,3,4,-1
KR_8174149215,6.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,10546,10470,76,724,350,374,1924,2050,-126,38,44,-6,6,6,0,651,1184,-533,2201,2434,-233,44,44,0,5,5,0,209,332,-123,2259,1782,477,36,40,-4,6,6,0,31,559,-528,2281,2359,-78,50,43,7,5,5,0,451,345,106,1881,1845,36,10,5,5,4,5,-1
KR_8174149215,7.0,0,3,3,0,0,0,0,0,1,0,0,0,0,-1,0,12349,12124,225,285,85,200,2385,2535,-150,47,47,0,6,7,-1,164,101,63,2764,2651,113,47,48,-1,6,6,0,495,85,410,2545,2085,460,44,43,1,7,6,1,319,150,169,2569,2750,-181,57,53,4,5,6,-1,76,103,-27,2086,2103,-17,14,6,8,5,5,0
KR_8174149215,8.0,0,3,3,0,0,0,0,0,1,0,0,0,0,-1,0,13835,13697,138,523,397,126,2623,2847,-224,54,58,-4,7,7,0,601,537,64,3201,3088,113,59,60,-1,6,7,-1,779,283,496,2829,2283,546,53,48,5,8,7,1,623,462,161,2878,3067,-189,67,64,3,6,6,0,294,412,-118,2304,2412,-108,14,10,4,5,6,-1
KR_8174149215,9.0,0,3,3,0,0,0,0,0,1,0,0,0,0,-1,0,15349,15437,-88,865,704,161,2965,3154,-189,65,69,-4,8,8,0,958,1006,-48,3558,3556,2,69,76,-7,7,8,-1,137,652,-515,3087,2652,435,59,63,-4,8,8,0,941,847,94,3196,3452,-256,76,77,-1,7,7,0,533,623,-90,2543,2623,-80,15,11,4,6,6,0
KR_8174149215,10.0,0,6,6,0,0,0,0,0,1,0,0,0,0,-1,0,18154,17996,158,7,76,-69,3407,3276,131,65,69,-4,8,8,0,20,394,-374,4928,3849,1079,73,77,-4,8,8,0,719,354,365,3669,3204,465,60,63,-3,9,8,1,123,758,-635,3378,4313,-935,79,88,-9,7,7,0,282,1354,-1072,2772,3354,-582,19,13,6,6,7,-1
KR_8174149215,11.0,0,6,6,0,0,0,0,0,1,0,0,0,0,-1,0,19637,19239,398,340,294,46,3740,3494,246,78,75,3,9,8,1,367,340,27,5275,4195,1080,81,85,-4,8,8,0,111,208,-97,4001,3408,593,66,68,-2,9,8,1,357,227,130,3612,4562,-950,85,95,-10,7,8,-1,519,480,39,3009,3580,-571,20,15,5,6,7,-1
KR_8174149215,12.0,0,7,8,-1,0,0,0,0,1,0,0,0,0,-1,0,21602,21692,-90,259,917,-658,3959,4117,-158,81,84,-3,9,9,0,611,633,-22,5519,4488,1031,88,93,-5,9,9,0,929,434,495,4819,3709,1110,77,79,-2,10,9,1,638,1018,-380,3893,5358,-1465,91,106,-15,8,8,0,922,920,2,3412,4020,-608,21,15,6,7,8,-1
KR_8174149215,13.0,0,8,9,-1,0,0,0,0,2,0,0,0,0,-2,0,23336,23598,-262,548,332,216,4248,4432,-184,89,93,-4,10,10,0,61,1155,-1094,5844,5015,829,88,102,-14,9,9,0,1609,236,1373,5499,4161,1338,87,79,8,10,9,1,856,197,659,4111,5587,-1476,97,110,-13,8,8,0,294,13,281,3634,4403,-769,24,15,9,7,8,-1
KR_8174149215,14.0,0,8,9,-1,0,0,0,0,2,0,0,0,0,-2,0,24996,25598,-602,453,819,-366,4453,4919,-466,94,104,-10,10,11,-1,498,1582,-1084,6281,5442,839,100,114,-14,9,10,-1,368,567,-199,5683,4497,1186,91,91,0,10,9,1,1509,722,787,4764,6122,-1358,110,126,-16,9,9,0,395,228,167,3815,4618,-803,25,15,10,7,8,-1
KR_8174149215,15.0,0,8,13,-5,0,0,0,0,2,0,0,0,0,-2,0,26096,29138,-3042,735,1538,-803,4735,5638,-903,101,113,-12,11,12,-1,158,2546,-2388,6403,6406,-3,100,126,-26,9,11,-2,101,592,-491,5816,5322,494,91,101,-10,10,10,0,150,1354,-1204,5088,6754,-1666,118,137,-19,9,9,0,634,623,11,4054,5018,-964,29,18,11,8,9,-1
KR_8174149215,16.0,0,8,14,-6,0,0,0,0,2,0,0,0,1,-2,0,27826,31362,-3536,183,28,155,4983,5936,-953,106,119,-13,11,12,-1,681,224,457,6926,6759,167,114,134,-20,10,11,-1,61,1017,-956,6151,5747,404,101,112,-11,11,11,0,584,2099,-1515,5522,7499,-1977,130,147,-17,10,10,0,294,1026,-732,4244,5421,-1177,30,19,11,8,9,-1
KR_8174149215,17.0,0,9,14,-5,0,3,-3,0,2,0,0,0,1,-2,0,29988,34711,-4723,275,206,69,5475,6464,-989,115,127,-12,12,13,-1,1064,1106,-42,7309,7641,-332,125,143,-18,11,12,-1,325,644,-319,6415,6279,136,107,124,-17,11,11,0,528,1005,-477,5916,8330,-2414,145,162,-17,10,10,0,123,296,-173,4873,5997,-1124,31,20,11,9,10,-1
KR_8174149215,18.0,0,10,17,-7,0,3,-3,0,3,0,0,0,1,-3,0,31837,37519,-5682,871,420,451,6071,6683,-612,116,132,-16,12,13,-1,246,1940,-1694,7704,8475,-771,125,147,-22,11,12,-1,526,211,315,6616,6786,-170,107,124,-17,11,11,0,906,1564,-658,6294,8889,-2595,157,174,-17,10,11,-1,397,986,-589,5152,6686,-1534,32,22,10,9,10,-1
KR_8174149215,19.0,0,11,17,-6,0,3,-3,0,3,0,0,0,1,-3,0,34263,39200,-4937,79,392,-313,6629,7055,-426,130,137,-7,13,13,0,1013,562,451,8471,8922,-451,134,159,-25,12,13,-1,996,464,532,7087,7039,48,123,132,-9,12,12,0,904,706,198,6642,9246,-2604,166,184,-18,11,11,0,669,1238,-569,5434,6938,-1504,35,22,13,10,10,0
KR_8174149215,20.0,0,11,18,-7,0,3,-3,0,3,0,0,0,1,-3,0,35394,41085,-5691,249,210,39,6799,7273,-474,132,143,-11,13,13,0,18,938,-920,8781,9303,-522,141,168,-27,12,14,-2,1119,223,896,7209,7598,-389,123,134,-11,12,12,0,1252,1140,112,6990,9680,-2690,175,196,-21,11,13,-2,850,541,309,5615,7231,-1616,35,25,10,10,10,0
KR_8174149215,21.0,0,12,19,-7,0,4,-4,0,3,0,0,0,1,-3,0,36956,43494,-6538,587,659,-72,7137,7722,-585,137,147,-10,13,14,-1,323,1449,-1126,9086,9819,-733,146,178,-32,12,14,-2,1583,622,961,7673,7997,-324,127,147,-20,12,13,-1,430,1900,-1470,7268,10440,-3172,181,206,-25,11,13,-2,47,826,-779,5792,7516,-1724,35,26,9,10,11,-1
KR_8174149215,22.0,0,12,21,-9,0,5,-5,0,3,0,0,0,1,-3,0,38246,47023,-8777,84,1100,-1016,7384,8163,-779,142,155,-13,13,14,-1,531,2340,-1809,9294,10710,-1416,150,194,-44,12,15,-3,1928,571,1357,8018,8646,-628,138,150,-12,13,13,0,720,2822,-2102,7558,11361,-3803,187,224,-37,12,14,-2,207,253,-46,5992,8143,-2151,36,28,8,10,11,-1
KR_8174149215,23.0,0,13,21,-8,0,5,-5,0,3,0,0,0,1,-3,0,39846,48568,-8722,444,47,397,7749,8285,-536,153,155,-2,14,14,0,472,408,64,9585,10978,-1393,154,200,-46,12,15,-3,847,1146,-299,8212,9221,-1009,142,160,-18,13,13,0,167,317,-150,7955,11657,-3702,191,233,-42,12,14,-2,560,532,28,6345,8427,-2082,39,30,9,11,11,0
KR_8174149215,24.0,0,13,24,-11,1,6,-5,0,4,0,0,0,1,-4,0,41995,52047,-10052,718,664,54,8023,8901,-878,153,157,-4,14,15,-1,775,894,-119,9887,11468,-1581,154,205,-51,12,15,-3,1710,2323,-613,9075,10398,-1323,160,168,-8,14,14,0,471,996,-525,8259,12341,-4082,192,242,-50,12,15,-3,966,1044,-78,6751,8939,-2188,43,31,12,12,12,0
KR_8174149215,24.9,0,13,26,-13,1,10,-9,0,4,0,0,0,1,-4,0,42893,55755,-12862,848,1257,-409,8153,9495,-1342,154,157,-3,14,15,-1,885,1558,-673,9997,12133,-2136,154,224,-70,12,16,-4,59,3036,-2977,9364,11111,-1747,165,172,-7,14,14,0,321,2164,-1843,8459,13514,-5055,196,257,-61,12,15,-3,655,1607,-952,6920,9502,-2582,43,31,12,12,12,0
