match_id,minute,blue_win,blue_kills,red_kills,diff_kills,blue_towers,red_towers,diff_towers,blue_dragons,red_dragons,blue_barons,red_barons,blue_heralds,red_heralds,diff_dragons,diff_barons,blue_total_gold,red_total_gold,diff_total_gold,blue_top_current_gold,red_top_current_gold,diff_top_current_gold,blue_top_total_gold,red_top_total_gold,diff_top_total_gold,blue_top_cs,red_top_cs,diff_top_cs,blue_top_level,red_top_level,diff_top_level,blue_jg_current_gold,red_jg_current_gold,diff_jg_current_gold,blue_jg_total_gold,red_jg_total_gold,diff_jg_total_gold,blue_jg_cs,red_jg_cs,diff_jg_cs,blue_jg_level,red_jg_level,diff_jg_level,blue_mid_current_gold,red_mid_current_gold,diff_mid_current_gold,blue_mid_total_gold,red_mid_total_gold,diff_mid_total_gold,blue_mid_cs,red_mid_cs,diff_mid_cs,blue_mid_level,red_mid_level,diff_mid_level,blue_bot_current_gold,red_bot_current_gold,diff_bot_current_gold,blue_bot_total_gold,red_bot_total_gold,diff_bot_total_gold,blue_bot_cs,red_bot_cs,diff_bot_cs,blue_bot_level,red_bot_level,diff_bot_level,blue_sup_current_gold,red_sup_current_gold,diff_sup_current_gold,blue_sup_total_gold,red_sup_total_gold,diff_sup_total_gold,blue_sup_cs,red_sup_cs,diff_sup_cs,blue_sup_level,red_sup_level,diff_sup_level
KR_8171590365,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,100,100,0,500,500,0,0,0,0,1,1,0
KR_8171590365,1.0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,2525,3045,-520,0,0,0,500,500,0,0,0,0,1,1,0,15,0,15,520,500,20,1,0,1,1,1,0,0,20,-20,500,520,-20,0,1,-1,1,1,0,0,400,-400,500,900,-400,0,0,0,1,1,0,5,125,-120,505,625,-120,0,0,0,1,1,0
KR_8171590365,2.0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,3766,4340,-574,221,194,27,721,769,-48,6,9,-3,2,2,0,328,293,35,833,793,40,11,8,3,2,2,0,269,269,0,769,769,0,9,9,0,2,2,0,257,703,-446,757,1203,-446,9,11,-2,2,2,0,186,306,-120,686,806,-120,2,2,0,2,2,0
KR_8171590365,3.0,1,0,3,-3,0,0,0,0,0,0,0,0,0,0,0,5053,6383,-1330,177,536,-359,1077,1111,-34,18,20,-2,4,3,1,580,40,540,1085,1540,-455,17,13,4,3,3,0,571,565,6,1071,1065,6,18,18,0,4,4,0,49,14,35,949,1464,-515,11,17,-6,2,3,-1,71,128,-57,871,1203,-332,2,2,0,2,3,-1
KR_8171590365,4.0,1,1,4,-3,0,0,0,0,0,0,0,0,0,0,0,6661,8029,-1368,555,105,450,1455,1455,0,31,31,0,5,4,1,789,688,101,1294,2188,-894,21,21,0,3,4,-1,117,205,-88,1547,1230,317,21,21,0,4,4,0,387,281,106,1287,1731,-444,22,23,-1,3,3,0,278,350,-72,1078,1425,-347,5,3,2,3,3,0
KR_8171590365,5.0,1,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,9111,9510,-399,881,525,356,1781,1875,-94,43,47,-4,5,6,-1,391,1012,-621,1621,2517,-896,29,30,-1,4,4,0,361,561,-200,1791,1586,205,28,34,-6,5,5,0,69,172,-103,2269,1922,347,30,27,3,4,4,0,49,185,-136,1649,1610,39,7,6,1,4,4,0
KR_8171590365,6.0,1,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,10666,10834,-168,1239,229,1010,2139,2079,60,55,52,3,6,6,0,698,1320,-622,1928,2825,-897,37,38,-1,5,5,0,99,899,-800,2129,1924,205,39,45,-6,6,6,0,414,416,-2,2614,2166,448,41,34,7,5,4,1,256,415,-159,1856,1840,16,10,8,2,4,4,0
KR_8171590365,7.0,1,4,5,-1,0,0,0,0,0,0,0,0,0,0,0,12587,12907,-320,417,771,-354,2417,2621,-204,62,68,-6,7,7,0,940,377,563,2175,3057,-882,42,42,0,5,5,0,444,1271,-827,2479,2296,183,50,57,-7,7,7,0,216,831,-615,3291,2581,710,50,42,8,5,5,0,625,927,-302,2225,2352,-127,11,10,1,5,5,0
KR_8171590365,8.0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,14460,14471,-11,743,451,292,2743,3001,-258,74,81,-7,7,8,-1,1339,684,655,2574,3364,-790,54,50,4,6,6,0,200,275,-75,3235,2500,735,62,62,0,8,7,1,435,415,20,3510,2865,645,56,48,8,6,5,1,98,816,-718,2398,2741,-343,12,20,-8,5,6,-1
KR_8171590365,9.0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,16095,15891,204,1124,778,346,3124,3328,-204,87,93,-6,8,8,0,292,915,-623,2862,3595,-733,60,56,4,6,6,0,541,552,-11,3576,2782,794,73,70,3,8,8,0,800,775,25,3880,3225,655,69,60,9,6,6,0,353,231,122,2653,2961,-308,14,21,-7,6,6,0
KR_8171590365,10.0,1,7,5,2,0,0,0,1,0,0,0,0,0,1,0,18378,17248,1130,1505,257,1248,3505,3607,-102,100,100,0,9,9,0,509,109,400,3079,3889,-810,64,64,0,7,7,0,1663,147,1516,4698,2952,1746,88,73,15,10,8,2,1147,1075,72,4227,3525,702,80,68,12,7,6,1,569,539,30,2869,3275,-406,16,28,-12,7,6,1
KR_8171590365,11.0,1,8,5,3,0,0,0,1,0,0,0,0,0,1,0,20267,18617,1650,1992,441,1551,3992,3791,201,102,104,-2,10,9,1,840,432,408,3410,4212,-802,72,72,0,7,7,0,706,511,195,5041,3316,1725,99,80,19,10,8,2,455,1339,-884,4710,3789,921,89,76,13,7,7,0,814,774,40,3114,3509,-395,17,30,-13,7,7,0
KR_8171590365,12.0,1,10,6,4,0,0,0,1,0,0,0,0,0,1,0,21943,20296,1647,539,619,-80,4439,3969,470,106,104,2,10,9,1,1093,204,889,3663,4334,-671,78,72,6,8,7,1,237,229,8,5202,3734,1468,100,92,8,10,9,1,182,558,-376,4987,4213,774,89,85,4,7,7,0,177,411,-234,3652,4046,-394,18,32,-14,7,7,0
KR_8171590365,13.0,1,11,6,5,0,0,0,1,0,0,0,0,0,1,0,23978,21965,2013,1225,831,394,5125,4181,944,119,110,9,12,9,3,1460,595,865,4030,4725,-695,88,83,5,9,8,1,144,462,-318,5649,3967,1682,111,96,15,11,9,2,495,1211,-716,5305,4866,439,97,96,1,8,8,0,394,591,-197,3869,4226,-357,18,32,-14,8,8,0
KR_8171590365,14.0,1,13,8,5,1,0,1,1,0,0,0,0,0,1,0,27775,24019,3756,1652,556,1096,5552,4406,1146,129,116,13,12,10,2,142,1843,-1701,4612,5973,-1361,96,88,8,9,9,0,996,345,651,6501,4250,2251,126,103,23,11,9,2,415,233,182,6675,4988,1687,105,96,9,8,8,0,70,367,-297,4435,4402,33,18,32,-14,9,8,1
KR_8171590365,15.0,1,15,8,7,1,0,1,1,0,0,0,0,0,1,0,30320,25706,4614,2347,678,1669,6247,4528,1719,143,116,27,13,10,3,468,2411,-1943,4938,6541,-1603,104,107,-3,9,10,-1,1740,169,1571,7250,4474,2776,135,109,26,12,9,3,944,739,205,7209,5499,1710,118,112,6,9,9,0,306,618,-312,4676,4664,12,19,35,-16,9,8,1
KR_8171590365,16.0,1,17,9,8,2,1,1,2,0,0,0,0,0,2,0,32908,28805,4103,219,1266,-1047,6419,5116,1303,143,126,17,13,11,2,928,635,293,5398,7770,-2372,109,113,-4,10,11,-1,2377,601,1776,7887,4906,2981,153,114,39,12,10,2,1817,1191,626,8082,5951,2131,131,119,12,9,9,0,752,67,685,5122,5062,60,19,37,-18,9,9,0
KR_8171590365,17.0,1,17,9,8,2,1,1,2,0,0,0,1,0,2,0,34865,30303,4562,631,262,369,6831,5312,1519,155,130,25,14,11,3,1405,1104,301,5875,8239,-2364,124,129,-5,11,11,0,369,605,-236,8154,5210,2944,162,122,40,13,10,3,616,221,395,8706,6181,2525,144,125,19,10,9,1,129,361,-232,5299,5361,-62,19,42,-23,10,9,1
KR_8171590365,18.0,1,20,10,10,3,1,2,2,0,0,0,1,0,2,0,37745,31782,5963,1525,543,982,7725,5593,2132,161,137,24,14,12,2,1847,1608,239,6317,8743,-2426,124,129,-5,11,12,-1,893,148,745,8678,5353,3325,172,123,49,13,10,3,317,512,-195,9007,6472,2535,146,134,12,10,10,0,848,620,228,6018,5621,397,21,47,-26,10,9,1
KR_8171590365,19.0,1,20,11,9,3,1,2,2,0,0,0,1,0,2,0,39036,33826,5210,457,206,251,7957,5831,2126,168,144,24,14,12,2,518,171,347,6763,9456,-2693,136,137,-1,12,12,0,800,204,596,8985,5659,3326,181,124,57,13,10,3,446,1030,-584,9136,6990,2146,146,151,-5,10,11,-1,225,590,-365,6195,5890,305,21,52,-31,10,10,0
KR_8171590365,20.0,1,22,11,11,3,1,2,2,0,0,0,1,0,2,0,42055,35087,6968,1215,439,776,8715,6064,2651,184,148,36,15,12,3,1055,578,477,7300,9863,-2563,152,148,4,13,13,0,1397,361,1036,9582,5816,3766,193,126,67,14,11,3,1236,1292,-56,9931,7253,2678,162,159,3,11,11,0,556,291,265,6527,6091,436,22,53,-31,11,10,1
KR_8171590365,21.0,1,23,13,10,5,1,4,3,0,0,0,1,0,3,0,44238,37384,6854,1581,581,1000,9081,6206,2875,188,149,39,16,12,4,30,1303,-1273,7675,10587,-2912,156,159,-3,13,13,0,865,1126,-261,9950,6581,3369,198,136,62,15,11,4,414,211,203,10349,7621,2728,165,160,5,11,11,0,513,589,-76,7183,6389,794,22,54,-32,11,11,0
KR_8171590365,22.0,1,26,13,13,5,1,4,3,0,0,0,1,0,3,0,46714,38660,8054,2249,363,1886,9749,6388,3361,205,152,53,16,12,4,572,442,130,8217,10927,-2710,173,169,4,14,14,0,1574,1387,187,10659,6842,3817,206,145,61,16,12,4,699,527,172,10634,7937,2697,167,168,-1,11,12,-1,444,115,329,7455,6566,889,22,54,-32,12,11,1
KR_8171590365,23.0,1,27,13,14,6,1,5,3,0,0,0,1,0,3,0,49268,39881,9387,2685,548,2137,10184,6573,3611,213,156,57,17,13,4,709,132,577,8854,11272,-2418,180,179,1,14,14,0,359,321,38,11093,7076,4017,210,149,61,16,12,4,1342,808,534,11277,8218,3059,175,174,1,12,12,0,850,292,558,7860,6742,1118,22,54,-32,12,11,1
KR_8171590365,24.0,1,28,15,13,7,1,6,3,0,0,0,1,0,3,0,52102,42327,9775,358,1492,-1134,10458,7517,2941,218,162,56,17,13,4,547,419,128,9391,11563,-2172,196,181,15,15,14,1,873,199,674,11608,7364,4244,228,158,70,16,12,4,203,94,109,12313,8804,3509,180,185,-5,12,13,-1,21,78,-57,8332,7079,1253,22,54,-32,12,12,0
KR_8171590365,24.8,1,30,15,15,7,1,6,3,0,0,0,1,0,3,0,54234,43346,10888,637,105,532,10737,7680,3057,226,163,63,17,13,4,978,517,461,9823,11661,-1838,208,181,27,15,14,1,125,413,-288,12059,7578,4481,231,165,66,17,12,5,1033,415,618,13142,9125,4017,182,195,-13,13,13,0,162,301,-139,8473,7302,1171,22,59,-37,12,12,0
