match_id,minute,blue_win,blue_kills,red_kills,diff_kills,blue_towers,red_towers,diff_towers,blue_dragons,red_dragons,blue_barons,red_barons,blue_heralds,red_heralds,diff_dragons,diff_barons,blue_total_gold,red_total_gold,diff_total_gold,blue_top_current_gold,red_top_current_gold,diff_top_current_gold,blue_top_total_gold,red_top_total_gold,diff_top_total_gold,blue_top_cs,red_top_cs,diff_top_cs,blue_top_level,red_top_level,diff_top_level,blue_jg_current_gold,red_jg_current_gold,diff_jg_current_gold,blue_jg_total_gold,red_jg_total_gold,diff_jg_total_gold,blue_jg_cs,red_jg_cs,diff_jg_cs,blue_jg_level,red_jg_level,diff_jg_level,blue_mid_current_gold,red_mid_current_gold,diff_mid_current_gold,blue_mid_total_gold,red_mid_total_gold,diff_mid_total_gold,blue_mid_cs,red_mid_cs,diff_mid_cs,blue_mid_level,red_mid_level,diff_mid_level,blue_bot_current_gold,red_bot_current_gold,diff_bot_current_gold,blue_bot_total_gold,red_bot_total_gold,diff_bot_total_gold,blue_bot_cs,red_bot_cs,diff_bot_cs,blue_bot_level,red_bot_level,diff_bot_level,blue_sup_current_gold,red_sup_current_gold,diff_sup_current_gold,blue_sup_total_gold,red_sup_total_gold,diff_sup_total_gold,blue_sup_cs,red_sup_cs,diff_sup_cs,blue_sup_level,red_sup_level,diff_sup_level
KR_8171650647,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,100,100,0,500,500,0,0,0,0,1,1,0
KR_8171650647,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2525,2500,25,0,0,0,500,500,0,0,0,0,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0,25,0,25,525,500,25,1,0,1,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0
KR_8171650647,2.0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,3926,4279,-353,283,147,136,783,647,136,10,2,8,2,2,0,387,283,104,887,783,104,12,8,4,3,2,1,288,337,-49,788,837,-49,10,13,-3,2,2,0,289,683,-394,789,1183,-394,10,10,0,2,2,0,179,329,-150,679,829,-150,2,2,0,2,2,0
KR_8171650647,3.0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,6088,5619,469,661,406,255,1161,906,255,18,8,10,4,4,0,42,675,-633,1742,1175,567,13,20,-7,3,3,0,275,67,208,1000,1097,-97,13,19,-6,3,4,-1,678,18,660,1178,1443,-265,17,16,1,3,3,0,507,48,459,1007,998,9,2,4,-2,2,2,0
KR_8171650647,4.0,0,2,3,-1,0,0,0,0,0,0,0,0,0,0,0,7247,8120,-873,401,606,-205,1451,1106,345,26,12,14,4,5,-1,200,1721,-1521,1975,2221,-246,17,28,-11,3,4,-1,208,765,-557,1233,1795,-562,20,30,-10,4,5,-1,240,390,-150,1440,1815,-375,23,29,-6,4,4,0,98,233,-135,1148,1183,-35,2,7,-5,3,3,0
KR_8171650647,5.0,0,2,3,-1,0,0,0,0,0,0,0,0,0,0,0,8652,9485,-833,665,828,-163,1715,1328,387,34,18,16,5,5,0,559,185,374,2339,2535,-196,26,35,-9,4,5,-1,480,1111,-631,1505,2141,-636,29,43,-14,5,6,-1,535,662,-127,1735,2087,-352,33,38,-5,4,4,0,308,444,-136,1358,1394,-36,4,9,-5,4,4,0
KR_8171650647,6.0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10497,10894,-397,32,1125,-1093,1957,1625,332,39,27,12,6,6,0,1157,492,665,2942,2842,100,33,43,-10,5,5,0,920,132,788,1945,2437,-492,37,51,-14,6,6,0,869,966,-97,2069,2391,-322,43,47,-4,5,5,0,534,649,-115,1584,1599,-15,4,12,-8,4,5,-1
KR_8171650647,7.0,0,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,12160,12744,-584,512,188,324,2437,1888,549,51,33,18,7,7,0,1464,928,536,3249,3283,-34,41,48,-7,5,6,-1,54,779,-725,2304,3084,-780,44,62,-18,7,7,0,1208,1286,-78,2408,2711,-303,54,57,-3,5,5,0,712,828,-116,1762,1778,-16,5,13,-8,5,5,0
KR_8171650647,8.0,0,3,5,-2,0,0,0,0,0,0,0,0,0,0,0,13280,14206,-926,28,692,-664,2703,2392,311,60,37,23,7,8,-1,305,1235,-930,3440,3590,-150,44,56,-12,6,6,0,298,975,-677,2548,3280,-732,51,66,-15,7,8,-1,1487,1555,-68,2687,2980,-293,63,65,-2,6,6,0,152,1014,-862,1902,1964,-62,5,15,-10,5,5,0
KR_8171650647,9.0,0,3,6,-3,0,0,0,0,1,0,0,0,0,-1,0,14747,16139,-1392,367,182,185,3042,2782,260,66,43,23,8,8,0,609,1695,-1086,3744,4050,-306,51,65,-14,6,7,-1,461,444,17,2711,3899,-1188,53,77,-24,7,8,-1,1973,67,1906,3173,3292,-119,75,76,-1,7,7,0,326,241,85,2077,2116,-39,5,15,-10,6,6,0
