match_id,minute,blue_win,blue_kills,red_kills,diff_kills,blue_towers,red_towers,diff_towers,blue_dragons,red_dragons,blue_barons,red_barons,blue_heralds,red_heralds,diff_dragons,diff_barons,blue_total_gold,red_total_gold,diff_total_gold,blue_top_current_gold,red_top_current_gold,diff_top_current_gold,blue_top_total_gold,red_top_total_gold,diff_top_total_gold,blue_top_cs,red_top_cs,diff_top_cs,blue_top_level,red_top_level,diff_top_level,blue_jg_current_gold,red_jg_current_gold,diff_jg_current_gold,blue_jg_total_gold,red_jg_total_gold,diff_jg_total_gold,blue_jg_cs,red_jg_cs,diff_jg_cs,blue_jg_level,red_jg_level,diff_jg_level,blue_mid_current_gold,red_mid_current_gold,diff_mid_current_gold,blue_mid_total_gold,red_mid_total_gold,diff_mid_total_gold,blue_mid_cs,red_mid_cs,diff_mid_cs,blue_mid_level,red_mid_level,diff_mid_level,blue_bot_current_gold,red_bot_current_gold,diff_bot_current_gold,blue_bot_total_gold,red_bot_total_gold,diff_bot_total_gold,blue_bot_cs,red_bot_cs,diff_bot_cs,blue_bot_level,red_bot_level,diff_bot_level,blue_sup_current_gold,red_sup_current_gold,diff_sup_current_gold,blue_sup_total_gold,red_sup_total_gold,diff_sup_total_gold,blue_sup_cs,red_sup_cs,diff_sup_cs,blue_sup_level,red_sup_level,diff_sup_level
KR_8128156141,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,500,500,0,500,500,0,0,0,0,1,1,0,100,100,0,500,500,0,0,0,0,1,1,0
KR_8128156141,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520,2500,20,0,0,0,500,500,0,0,0,0,1,1,0,0,50,-50,500,500,0,0,0,0,1,1,0,20,0,20,520,500,20,1,0,1,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0,0,0,0,500,500,0,0,0,0,1,1,0
KR_8128156141,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3835,3849,-14,221,282,-61,721,782,-61,6,10,-4,2,2,0,298,437,-139,798,887,-89,9,12,-3,2,3,-1,337,255,82,837,755,82,13,8,5,2,2,0,295,71,224,795,721,74,10,6,4,2,1,1,184,204,-20,684,704,-20,1,2,-1,2,2,0
KR_8128156141,3.0,0,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,5682,6097,-415,969,156,813,1469,1056,413,16,17,-1,4,3,1,675,834,-159,1175,1284,-109,20,24,-4,3,4,-1,733,445,288,1233,945,288,27,12,15,4,4,0,95,782,-687,945,1432,-487,12,13,-1,2,2,0,60,30,30,860,1380,-520,2,6,-4,2,3,-1
KR_8128156141,4.0,0,1,5,-4,0,0,0,0,0,0,0,0,0,0,0,6887,8441,-1554,111,716,-605,1711,1616,95,21,34,-13,5,5,0,241,83,158,1441,1533,-92,25,32,-7,4,4,0,222,168,54,1472,1518,-46,34,21,13,5,5,0,338,278,60,1188,2053,-865,18,14,4,3,3,0,25,371,-346,1075,1721,-646,3,7,-4,3,4,-1
KR_8128156141,5.0,0,1,7,-6,0,0,0,0,0,0,0,0,0,0,0,7978,10504,-2526,343,420,-77,1943,1820,123,28,39,-11,6,5,1,218,514,-296,1668,1964,-296,29,44,-15,4,5,-1,514,386,128,1764,1736,28,44,27,17,5,6,-1,158,129,29,1358,2804,-1446,21,21,0,4,4,0,195,30,165,1245,2180,-935,5,8,-3,4,5,-1
KR_8128156141,6.0,0,2,8,-6,0,0,0,0,0,0,0,0,0,0,0,9762,11998,-2236,986,170,816,2586,1970,616,40,41,-1,7,6,1,245,918,-673,1870,2368,-498,33,48,-15,5,6,-1,90,199,-109,2040,2150,-110,51,37,14,6,6,0,516,445,71,1716,3120,-1404,30,30,0,4,5,-1,500,240,260,1550,2390,-840,9,10,-1,4,5,-1
KR_8128156141,7.0,0,3,11,-8,0,0,0,0,0,0,0,0,0,0,0,11155,14389,-3234,236,719,-483,2736,2519,217,42,59,-17,7,7,0,76,106,-30,2451,2756,-305,37,52,-15,5,6,-1,342,457,-115,2292,2407,-115,57,43,14,7,7,0,216,1136,-920,1966,3811,-1845,35,39,-4,5,5,0,70,746,-676,1710,2896,-1186,9,13,-4,5,6,-1
KR_8128156141,8.0,0,3,12,-9,0,0,0,0,0,0,0,0,0,0,0,12548,16150,-3602,189,23,166,2989,2723,266,50,64,-14,8,7,1,423,627,-204,2798,3277,-479,46,68,-22,6,7,-1,226,19,207,2576,2819,-243,66,53,13,7,7,0,502,349,153,2252,4124,-1872,45,42,3,5,6,-1,293,257,36,1933,3207,-1274,13,15,-2,5,6,-1
KR_8128156141,9.0,0,4,13,-9,0,0,0,0,1,0,0,0,0,-1,0,14508,18162,-3654,593,364,229,3393,3064,329,57,75,-18,8,8,0,886,1114,-228,3261,3769,-508,55,85,-30,7,8,-1,936,346,590,3286,3146,140,74,63,11,8,8,0,227,103,124,2477,4578,-2101,51,53,-2,6,7,-1,151,650,-499,2091,3605,-1514,13,17,-4,5,7,-2
KR_8128156141,10.0,0,4,14,-10,0,0,0,0,1,0,0,0,0,-1,0,15883,20049,-4166,73,343,-270,3773,3343,430,63,82,-19,9,8,1,225,1511,-1286,3475,4176,-701,59,95,-36,7,8,-1,380,39,341,3580,3439,141,82,71,11,8,9,-1,431,632,-201,2681,5107,-2426,56,66,-10,6,7,-1,434,1029,-595,2374,3984,-1610,16,20,-4,6,7,-1
